category_id,category,articles
2,politics, vermont senator fail overcome hillary clinton wide lead  african american latino voter time thing shape differently
0,opinion,term actual policy probably much
5,sports,hand wring value burden cup competition grow tiresome match try tell shrewsbury town fan f cup matter
2,politics,president ask national security adviser last spring front senior adviser pave way meeting rudolph giuliani ukraine new leader
0,opinion,reader suggest instead national primary rotate order go first  iowan happy yield spotlight
3,arts,hear track dua lipa meek mill roddy ricch braid others
3,arts,matthew aucoin sarah ruhl adapt eurydice play  story los angeles opera next stop new york
1,world,first time doctor prosecute administered euthanasia case  year old woman die 
1,world,toronto health care system fell chaos confusion sars outbreak  year ago change stem crisis test
1,world,biometric system challenge court privacy concern fear  exclude million access public service
4,business,leader divide global solution tax silicon valley giant fight big tax dollar threaten disrupt global trade
4,business,church pension fund    pound company rank accord effort meet  paris agreement
4,business,airplane maker pay penalty france britain united state remove legal hurdle compete rival boeing
4,business,unexpectedly bad data leaf europe little margin error brexit take effect coronavirus loom
2,politics,millennial former mayor midsize city far surpass expectation  race get fire fire people iowa
4,business,revenue site found jonah peretti say open part large company top editor departs
3,arts,late work world class choreographer push release something seem bottle 
3,arts,melinda ring strange engagement danspace project  wild wacky strangely dull
4,business,iowa start line begin man laptop rare success story ail world local news
1,world,american official believe  kill terrorist leader qassim al rimi confirm death
0,opinion,albany cut cost instead stick local government state growing bill
0,opinion,senator lamar alexander describe president trump call ukraine inappropriate reader suggest apt word also hospitality hawkeye state australia fire less digital
3,arts,pair george carlin pompous half memorable comedy team avery schreiber second career producer writer
3,arts,design capture freewheel spirit  counterculture  client janis joplin grace slick cher
2,politics,major shift democratic national committee eliminate requirement candidate show evidence grass root support
