date,url,headline,doc_type,material_type,section,keywords
2020-01-26,https://www.nytimes.com/2020/01/26/sports/olympics/skateboarding-olympics-tokyo.html,"Japan’s Skateboarders Roll, Warily, Out of the Shadows",article,News,,"['Skateboarding', 'Olympic Games (2020)']"
2020-01-26,https://www.nytimes.com/2020/01/26/briefing/impeachment-coronavirus-grammy-award.html,"Impeachment, Coronavirus, Grammy Awards: Your Weekend Briefing",article,briefing,,[]
2020-01-26,https://www.nytimes.com/2020/01/26/business/the-week-in-business-beware-mysterious-videos-on-your-phone.html,The Week in Business: Beware Mysterious Videos on Your Phone,article,News,,['Cyberattacks and Hackers']
2020-01-26,https://www.nytimes.com/2020/01/26/sports/tennis/australian-open-gauff-kenin.html,Sofia Kenin Emerges as a Fierce Counterpuncher Against Coco Gauff,article,News,,"['Tennis', 'Australian Open (Tennis)']"
2020-01-26,https://www.nytimes.com/2020/01/26/us/shooting-hartsville-sc.html,Two Dead in Shooting in South Carolina,article,News,,"['Murders, Attempted Murders and Homicides']"
2020-01-26,https://www.nytimes.com/2020/01/26/dining/what-to-cook-this-week.html,What to Cook This Week,article,News,,['Cooking and Cookbooks']
2020-01-26,https://www.nytimes.com/2020/01/26/opinion/rosalia-grammys-flamenco.html,Rosalía and the Art of the Remix,article,Op-Ed,,"['Music', 'Flamenco (Dance)', 'Romani People']"
2020-01-26,https://www.nytimes.com/2020/01/26/opinion/greenwald-brazil-reporter.html,Reporters Face New Threats From the Governments They Cover,article,Op-Ed,,"['News and News Media', 'Classified Information and State Secrets', 'Freedom of the Press', 'News Sources, Confidential Status of', 'Computers and the Internet', 'Corruption (Institutional)']"
2020-01-26,https://www.nytimes.com/2020/01/26/world/asia/china-coronavirus-xi-jinping.html,"In Coronavirus, a ‘Battle’ That Could Humble China’s Strongman",article,News,,"['Coronavirus (2019-nCoV)', 'SARS (Severe Acute Respiratory Syndrome)', 'Epidemics', 'Politics and Government']"
2020-01-26,https://www.nytimes.com/2020/01/26/us/politics/biden-factcheck.html,Fact-Checking Joe Biden Before the Iowa Caucuses,article,News,,"['Presidential Election of 2020', 'United States Politics and Government', 'Federal Budget (US)', 'Embargoes and Sanctions', 'United States International Relations', 'Social Security (US)', 'Civil Rights Movement (1954-68)', 'Black People', 'Blacks', 'Rumors and Misinformation']"
2020-01-26,https://www.nytimes.com/2020/01/26/opinion/letters/hell-christianity.html,Examining the Christian Idea of Hell,article,Letter,,['Christians and Christianity']
2020-01-26,https://www.nytimes.com/2020/01/26/opinion/letters/memory-age.html,"Are You Losing Your Memory, or Not?",article,Letter,,"['Health Insurance and Managed Care', 'Memory']"
2020-01-26,https://www.nytimes.com/2020/01/26/sports/football/nfl-okung.html,Russell Okung Wants to Disrupt the N.F.L. Establishment,article,News,,['Football']
2020-01-26,https://www.nytimes.com/2020/01/26/us/politics/iowa-caucuses-disabilities.html,Caucusing in Iowa With a Disability: Red Tape and Unreturned Calls,article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'Disabilities']"
2020-01-26,https://www.nytimes.com/2020/01/26/obituaries/nina-griscom-dead.html,"Nina Griscom, Model, Entrepreneur and ‘It Girl’ of the ’80s, Dies at 65",article,Obituary (Obit),,"['Deaths (Obituaries)', 'Fashion and Apparel', 'High Society and Socialites']"
2020-01-26,https://www.nytimes.com/2020/01/26/world/americas/brazil-teen-pregnancy-Bolsonaro.html,Brazil Under Bolsonaro Has Message for Teenagers: Save Sex for Marriage,article,News,,"['Teenage Pregnancy', 'Teenagers and Adolescence', 'Birth Control and Family Planning', 'Women and Girls', 'Abstinence (Sexual)', 'Religion-State Relations', 'Acquired Immune Deficiency Syndrome']"
2020-01-26,https://www.nytimes.com/2020/01/26/business/under-armour-struggles.html,How Under Armour Lost Its Edge,article,News,,"['Workplace Environment', 'Sneakers', 'Sporting Goods and Equipment', 'Fashion and Apparel']"
2020-01-26,https://www.nytimes.com/2020/01/26/us/politics/trump-schiff-impeachment.html,"Schiff, Calling Trump ‘Wrathful and Vindictive,’ Sees Tweet as a Threat",article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government', 'Impeachment']"
2020-01-26,https://www.nytimes.com/2020/01/26/movies/panga-review.html,"‘Panga’ Review: Put Me in Coach, I Have Life Experience",article,Review,,['Movies']
2020-01-26,https://www.nytimes.com/2020/01/26/arts/music/komische-oper-berlin.html,The Last Operetta of the Weimar Republic Returns to Berlin,article,Review,,['Opera']
2020-01-26,https://www.nytimes.com/2020/01/26/arts/music/review-met-opera-berlioz-faust.html,"Dear Met Opera: Please, More Concerts Like This Berlioz",article,Review,,['Opera']
2020-01-26,https://www.nytimes.com/2020/01/26/world/asia/coronavirus-wuhan-china-hubei.html,"As Coronavirus Fears Intensify, Effectiveness of Quarantines Is Questioned",article,News,,"['Coronavirus (2019-nCoV)', 'Quarantines']"
2020-01-26,https://www.nytimes.com/2020/01/26/business/media/newspaper-reporters-hedge-funds.html,Worried Reporters Make a Plea: Please Buy Our Paper,article,News,,"['Newspapers', 'Hedge Funds', 'News and News Media', 'Mergers, Acquisitions and Divestitures', 'Layoffs and Job Reductions', 'Organized Labor']"
2020-01-26,https://www.nytimes.com/2020/01/26/nyregion/harvey-weinstein-trial-accusers-testimony.html,These Are the 6 Women Who Are Testifying Against Harvey Weinstein,article,News,,"['Sex Crimes', 'Sexual Harassment', '#MeToo Movement', 'Movies', 'Women and Girls', 'ACTORS AND ACTRESSES', 'Workplace Hazards and Violations']"
2020-01-26,https://www.nytimes.com/2020/01/26/world/middleeast/trump-netanyahu-middle-east-plan.html,Trump’s Mideast Plan Is Seen Mainly as an Election Lift for Netanyahu,article,News,,['United States International Relations']
2020-01-26,https://www.nytimes.com/2020/01/26/theater/thunder-rock-review.html,‘Thunder Rock’ Review: A Beacon That Fails to Light the Way,article,Review,,['Theater']
2020-01-26,https://www.nytimes.com/2020/01/26/opinion/historic-preservation-solar-panels.html,When Historic Preservation Hurts Cities,article,Editorial,,"['Historic Buildings and Sites', 'Global Warming', 'Solar Energy']"
2020-01-26,https://www.nytimes.com/2020/01/26/sports/basketball/kobe-bryant-dead.html,N.B.A. Star Kobe Bryant Dies in California Helicopter Crash,article,News,,"['Basketball', 'Deaths (Fatalities)', 'Helicopters']"
2020-01-26,https://www.nytimes.com/2020/01/26/arts/bad-boys-box-office.html,‘Bad Boys for Life’ Tops Box Office (Again),article,News,,['Movies']
2020-01-26,https://www.nytimes.com/2020/01/26/nyregion/trump-nj-immigration-lawsuit.html,"Before Trump Rally in N.J., Justice Dept. Joins Local Immigration Case",article,News,,['Immigration and Emigration']
2020-01-26,https://www.nytimes.com/2020/01/26/style/red-carpet-grammy-photos.html,The Best Looks From the 2020 Grammys Red Carpet,article,News,,"['Grammy Awards', 'Fashion and Apparel', 'your-feed-fashion']"
2020-01-26,https://www.nytimes.com/2020/01/26/us/politics/trump-impeachment-ukraine-russia.html,"In Impeachment Trial, Geography Dictates Politics",article,News Analysis,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment', 'Presidential Election of 2020', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States International Relations']"
2020-01-26,https://www.nytimes.com/2020/01/26/arts/music/grammy-winners.html,2020 Grammy Winners: The Complete List,article,News,,['Grammy Awards']
2020-01-26,https://www.nytimes.com/2020/01/26/nyregion/ruben-diaz-mayor-nyc.html,Top Latino Mayoral Hopeful in New York City Drops Out,article,News,,"['Elections, Mayors', 'Politics and Government']"
2020-01-26,https://www.nytimes.com/2020/01/26/business/media/trunews-white-house-press-credentials.html,Site That Ran Anti-Semitic Remarks Got Passes for Trump Trip,article,News,,"['News and News Media', 'Jews and Judaism', 'Freedom of the Press', 'Media']"
2020-01-26,https://www.nytimes.com/2020/01/26/briefing/wuhan-coronavirus-kobe-bryant-australian-open.html,"Wuhan Coronavirus, Iran Cover-Up, Kobe Bryant: Your Monday Briefing",article,briefing,,[]
2020-01-26,https://www.nytimes.com/video/sports/100000006943023/kobe-bryant-helicopter-crash-video.html,Fans and Friends Mourn Kobe Bryant After Helicopter Crash,multimedia,Video,,['Helicopters']
2020-01-26,https://www.nytimes.com/2020/01/26/world/asia/afghanistan-veteran-disabled.html,"After Losing His Legs to a Bomb, Afghan Veteran Is on a New Journey",article,News,,"['Taxicabs and Taxicab Drivers', 'Disabilities', 'Afghanistan War (2001- )', 'Wheelchairs']"
2020-01-26,https://www.nytimes.com/2020/01/26/arts/music/grammy-awards.html,Billie Eilish Sweeps Top Awards at the Grammys,article,News,,"['Grammy Awards', 'Pop and Rock Music', 'Rap and Hip-Hop']"
2020-01-26,https://www.nytimes.com/2020/01/26/obituaries/rhona-wurtele-dead.html,"Rhona Wurtele, One of Canada’s ‘Flying Twins’ Ski Champions, Dies at 97",article,Obituary (Obit),,"['Deaths (Obituaries)', 'ALPINE SKIING', 'Women and Girls', 'Olympic Games (1948)']"
2020-01-26,https://www.nytimes.com/2020/01/26/us/politics/trump-bolton-book-ukraine.html,"Trump Tied Ukraine Aid to Inquiries He Sought, Bolton Book Says",article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government', 'United States International Relations', 'Impeachment', 'Books and Literature']"
2020-01-26,https://www.nytimes.com/2020/01/26/crosswords/daily-puzzle-2020-01-27.html,Sign in the Bleachers,article,News,,['Crossword Puzzles']
2020-01-26,https://www.nytimes.com/2020/01/26/theater/the-transfiguration-of-benjamin-banneker-review.html,‘The Transfiguration of Benjamin Banneker’ Review: An Unwieldy Ride,article,Review,,['Theater']
2020-01-26,https://www.nytimes.com/2020/01/26/us/politics/trump-recording-parnas-ukraine.html,6 Revelatory Moments From the Video of Trump’s Private Donor Dinner,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government', 'Campaign Finance', 'Marijuana']"
2020-01-26,https://www.nytimes.com/2020/01/26/travel/Coronavirus-travel.html,The Coronavirus: What Travelers Need to Know,article,News,,"['AIRLINES AND AIRPLANES', 'Travel and Vacations', 'Coronavirus (2019-nCoV)', 'SARS (Severe Acute Respiratory Syndrome)', 'Travel Warnings', 'Cruises']"
2020-01-26,https://www.nytimes.com/2020/01/26/arts/music/grammys-kobe-bryant.html,Kobe Bryant Is Honored at the Grammys With Tributes and Jerseys,article,News,,"['Grammy Awards', 'Aviation Accidents, Safety and Disasters', 'Helicopters']"
2020-01-26,https://www.nytimes.com/2020/01/26/us/bloomberg-anti-semitism.html,Bloomberg Warns of Anti-Semitism ‘Rearing Its Ugly Head’,article,News,,"['Presidential Election of 2020', 'Jews and Judaism', 'ANTI-SEMITISM']"
2020-01-26,https://www.nytimes.com/2020/01/26/us/politics/john-bolton-trump-book-takeaways.html,5 Takeaways on Trump and Ukraine From John Bolton’s Book,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government', 'Books and Literature']"
2020-01-27,https://www.nytimes.com/2020/01/26/opinion/a-seed-in-darkest-winter.html,A Seed in Darkest Winter,article,News,,"['Seasons and Months', 'Flowers and Plants', 'Birds']"
2020-01-27,https://www.nytimes.com/2020/01/26/us/politics/iowa-caucus-democratic-primary.html,T Minus 8 Days: A Frenetic Weekend on the Trail in Iowa,article,News,,['Presidential Election of 2020']
2020-01-27,https://www.nytimes.com/2020/01/26/opinion/iowa-new-hampshire-primary.html,Iowa Should Never Go First Again,article,Op-Ed,,"['Primaries and Caucuses', 'States (US)', 'Presidential Election of 2020', 'Black People', 'Blacks', 'Race and Ethnicity', 'United States Politics and Government', 'Voting and Voters', 'Polls and Public Opinion', 'Whites', 'Urban Areas', 'Age, Chronological']"
2020-01-27,https://www.nytimes.com/2020/01/26/opinion/Pompeo-ukraine-taylor.html,"Yes, Secretary Pompeo, Americans Should Care About Ukraine",article,Op-Ed,,"['United States International Relations', 'International Relations', 'Diplomatic Service, Embassies and Consulates']"
2020-01-27,https://www.nytimes.com/2020/01/26/sports/basketball/kobe-bryant-helicopter-crash.html,"Kobe Bryant, Transformational Star of the N.B.A., Dies in Helicopter Crash",article,News,,"['Basketball', 'Helicopters', 'Aviation Accidents, Safety and Disasters']"
2020-01-27,https://www.nytimes.com/2020/01/26/opinion/america-voting-senate-impeachment.html,"America, the Idea, Is Lost",article,Op-Ed,,"['Presidential Election of 2020', 'United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Constitution (US)', 'Law and Legislation', 'Nineteenth Amendment (US Constitution)', 'Voter Registration and Requirements']"
2020-01-27,https://www.nytimes.com/2020/01/26/sports/basketball/kobe-bryant-oscar-award.html,Bond Over Beethoven Led to Kobe Bryant’s Oscar for ‘Dear Basketball’,article,News,,"['Basketball', 'Movies', 'ANIMATED FILMS', 'Classical Music']"
2020-01-27,https://www.nytimes.com/2020/01/26/world/europe/italy-election-Salvini.html,Italy Election Deals Blow to Nationalist Leader Salvini,article,News,,"['Politics and Government', 'Elections', 'Immigration and Emigration']"
2020-01-27,https://www.nytimes.com/2020/01/26/learning/whats-going-on-in-this-picture-jan-27-2020.html,"What’s Going On in This Picture? | Jan. 27, 2020",article,News,,[]
2020-01-27,https://www.nytimes.com/2020/01/26/sports/basketball/kobe-bryant-death-reactions.html,"For Decades, Kobe Bryant Defined the Lakers. He Shaped Their Future, Too.",article,News,,"['Basketball', 'Aviation Accidents, Safety and Disasters', 'Deaths (Fatalities)']"
2020-01-27,https://www.nytimes.com/2020/01/26/us/politics/trump-recording-donors.html,Recording Shows That the Swamp Has Not Been Drained,article,News Analysis,,"['Campaign Finance', 'Political Action Committees', 'Presidential Election of 2020', 'Presidential Election of 2016', 'United States Politics and Government', 'Regulation and Deregulation of Industry']"
2020-01-27,https://www.nytimes.com/interactive/2020/01/26/style/grammys-red-carpet-moments.html,A Grammys Red Carpet Fantasia,multimedia,Interactive Feature,,"['Grammy Awards', 'Fashion and Apparel']"
2020-01-27,https://www.nytimes.com/2020/01/26/learning/what-does-kobe-bryants-death-mean-to-you.html,What Does Kobe Bryant’s Death Mean to You?,article,News,,[]
2020-01-27,https://www.nytimes.com/2020/01/26/sports/kobe-bryant-obituary.html,Kobe Bryant’s Brilliant and Complicated Legacy,article,News,,"['Basketball', 'Deaths (Obituaries)']"
2020-01-27,https://www.nytimes.com/2020/01/26/arts/music/alicia-keys-grammys-speech.html,Alicia Keys Seems to Reference Grammys Turmoil in Speech,article,News,,"['Grammy Awards', 'Music']"
