,date,url,headline,articles,doc_type,material_type,section,keywords,label
3894,2021-05-28,nyregion,How a Photographer for the Downtown Alliance Spends His Sundays,josh katz lucky social medium whiz document reopen effort business group poke around low manhattan,article,News,,"['Photography', 'Content Type: Personal Profile']",nyregion
3895,2021-05-28,politics,How Ranked-Choice Voting Could Affect New York’s Mayoral Race,new york city use ranking system mayor race first time phenomenon know ballot exhaustion candidate rank voter eliminate prove decisive,article,News,,"['Elections, Mayors', 'Ranked-Choice Voting', 'Primaries and Caucuses', 'Politics and Government']",politics
3896,2021-05-28,style,When a Good First Impression Lingers,christine sun michael hurwitz first meet party university virginia reconnected month later tinder,article,News,,['Weddings and Engagements'],style
3897,2021-05-28,health,"70 Percent Covid Vaccination Rate May Be in Reach, New Poll Suggests",survey find big increase last month latinos get shot unvaccinated people say make appointment,article,News,,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)', 'Polls and Public Opinion', 'Children and Childhood', 'Hispanic-Americans', 'your-feed-healthcare', 'your-feed-science']",health
3898,2021-05-28,climate,Biden’s Fossil Fuel Moves Clash With Pledges on Climate Change,past month biden administration defend significant oil gas project raise concern environmentalist climate policy undermine,article,News,,"['Global Warming', 'Greenhouse Gas Emissions', 'United States Politics and Government', 'Pipelines', 'Environment', 'Native Americans', 'Oil (Petroleum) and Gasoline', 'Natural Gas', 'Suits and Litigation (Civil)', 'Drilling and Boring']",climate
3899,2021-05-28,science,Will the Next Space-Weather Season Be Stormy or Fair?,year cycle solar activity begin scientist debate violent stellar friend likely,article,News,,"['Space and Astronomy', 'Stars and Galaxies', 'Solar System', 'Planets', 'Weather', 'Radiation', 'your-feed-science', 'Sun', 'Earth']",science
3900,2021-05-28,science,Where Your Watermelon Came From,genetic analysis melon find sudan point wild fruit give rise summertime sweetest treat,article,News,,"['Watermelons', 'Genetics and Heredity', 'Research', 'your-feed-science']",science
3901,2021-05-28,movies,The Zombie-Mall Weirdness of Going to the Movies Again,total escapism wait get use watch movie sparse socially distant crowd abundant rule,article,News,,"['Movies', 'Theaters (Buildings)', 'Coronavirus Reopenings', 'Quarantine (Life and Culture)']",movies
3902,2021-05-28,dining,Still Here and Still Queer: The Gay Restaurant Endures,many close time grow inclusion fluid sexual identity several place country remain anchor safety community,article,News,,"['Restaurants', 'Bars and Nightclubs', 'Homosexuality and Bisexuality', 'Transgender and Transsexuals']",dining
3903,2021-05-28,realestate,The Market Tectonics of California Real Estate,resident leave state many others move big city search space low price create hot spot suburb sleepy exurbs,article,News,,"['Real Estate and Housing (Residential)', 'Urban Areas', 'Suburbs', 'Quarantine (Life and Culture)']",realestate
3904,2021-05-28,world,"Europe’s Dilemma: Take In ISIS Families, or Leave Them in Syria?",many country resist allow return family isi member security expert say leave woman child syria great risk,article,News,,"['Detainees', 'Women and Girls', 'Human Rights and Human Rights Violations']",world
3905,2021-05-28,movies,"For ‘F9,’ Making Stunts That Stick",concept electromagnet factor heavily new film create impression car stick together leave stack wreckage way fast furious film know,article,News,,"['Movies', 'Stunts and Stuntmen', 'Magnets and Magnetism']",movies
3906,2021-05-28,sports,How the First Black Female Jockey Rode Into Oblivion,year ago cheryl white become america first license black female jockey year old world know name,article,News,,"['Race and Ethnicity', 'Black People', 'Blacks', 'Horse Racing', 'Jockeys, Drivers and Trainers', 'Content Type: Personal Profile']",sports
3907,2021-05-28,us,"Mmmm, Tastes Like America",sno ball sweaty new orleans fudge cake bank spicy fruit los angeles street corner american summer taste,article,News,,"['Summer (Season)', 'Ice Cream and Frozen Desserts']",us
3908,2021-05-28,business,A Big Climate Problem With Few Easy Solutions: Planes,airline industry able reduce greenhouse gas emission decade solution yet viable,article,News,,"['AIRLINES AND AIRPLANES', 'Fuel Emissions (Transportation)', 'Carbon Dioxide', 'Global Warming', 'Alternative and Renewable Energy', 'Fuel Efficiency', 'Bioenergy and Biofuels', 'Oil (Petroleum) and Gasoline']",business
3909,2021-05-28,movies,Summer Movies 2021: Here’s What’s Coming to the Big (and Small) Screen,urban musical demonic possession hectic first date everything need know season film,article,News,,['Movies'],movies
3910,2021-05-28,us,"The U.S. heads into another pandemic summer, but this time with optimism.",ahead memorial day weekend epidemiologist say kind beginning end fight coronavirus,article,News,,"['internal-essential', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Memorial Day']",us
3911,2021-05-28,world,The U.K. approves the use of the Johnson & Johnson vaccine.,single dose vaccine become fourth vaccine authorize use britain,article,News,,"['internal-essential', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Drugs (Pharmaceuticals)']",world
3912,2021-05-28,podcasts,"A Nun’s Reminder of Mortality, a Hard-Won Love Story and America’s First Black Female Jockey: The Week in Narrated Articles",article time narrated,article,News,,[],podcasts
3913,2021-05-28,nyregion,Final Day to Register to Vote in N.Y.C. Primary Elections,sign want vote early thing know june contest,article,briefing,,"['Elections, Mayors', 'Voter Registration and Requirements', 'Elections, City Councils', 'Elections, District Attorneys', 'Primaries and Caucuses']",nyregion
3914,2021-05-28,us,California will give away $116.5 million to vaccinated residents.,state become late offer big prize effort motivate people receive coronavirus vaccination,article,News,,"['internal-essential', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Motivation and Incentive Programs']",us
3915,2021-05-28,world,He Came to Berlin to Change the World. Then the World Changed Berlin.,volksbühne theater longtime musical director sir henry arrive post cold war artistic flowering city musician bemoan follow,article,News,,"['Content Type: Personal Profile', 'Theater', 'Classical Music']",world
3916,2021-05-28,podcasts,"Day X, Part 1: Shadow Army?",german military officer arrest loaded gun turn part nationwide network far right extremist,article,News,,['Fringe Groups and Movements'],podcasts
3917,2021-05-28,politics,"At Naval Academy Graduation, Harris Focuses on Strengthening a ‘Fragile’ World",vice president kamala harris school first female commencement speaker use speech address biden administration urgent challenge,article,News,,"['Commencement Speeches', 'United States Defense and Military Forces', 'United States Politics and Government', 'Women and Girls', 'Black People', 'Blacks']",politics
3918,2021-05-28,realestate,A Park Slope Mansion for $30 Million,palatial house long history neighborhood,multimedia,Slideshow,,[],realestate
3919,2021-05-28,realestate,A Historic Brooklyn Mansion Goes on the Market for $30 Million,building face prospect park brooklyn society ethical culture year set borough record,article,News,,"['Historic Buildings and Sites', 'Real Estate and Housing (Residential)', 'Real Estate (Commercial)']",realestate
3920,2021-05-28,world,India is in talks to obtain 50 million doses of the Pfizer vaccine.,supply deliver boost country slow inoculation campaign official still consider drug company demand indemnity,article,News,,"['internal-essential', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization']",world
3921,2021-05-28,world,Japan extends a state of emergency until one month before the Olympics.,infection still high restriction prefecture remain place least june cast doubt start summer game tokyo,article,News,,"['internal-essential', 'Olympic Games', 'Coronavirus (2019-nCoV)']",world
3922,2021-05-28,briefing,Fixing What Highways Destroyed,city try,article,briefing,,[],briefing
3923,2021-05-28,us,Idaho’s governor repeals the lieutenant governor’s ban on mask mandates.,lt gov janice mcgeachin sign executive order gov brad little political rival away conference,article,News,,"['internal-essential', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Masks', 'Politics and Government']",us
3924,2021-05-28,style,A Perfect Match Written In the Stars,danielle lavey draw feldman meet april facebook group jewish single month later astrologer israel confirm compatibility,article,News,,['Weddings and Engagements'],style
3925,2021-05-28,fashion,When a Two-Week Stay Becomes a Permanent Move,madeline hollander samuel parker meet year ago forge close relationship quarantine home los angeles,article,News,,['Weddings and Engagements'],fashion
3927,2021-05-28,opinion,Scenes From a Mogul’s Marriage or: The Troubling Fourth Act of Bill Gates,collapse world philanthropic marriage make take hard look image couple try project,article,Op-Ed,,"['Divorce, Separations and Annulments', 'Philanthropy']",opinion
3928,2021-05-28,business,"JD Logistics, the delivery arm of the Chinese e-commerce giant, gains in its I.P.O.",listing raise show appetite offering chinese internet firm even tech industry face heighten scrutiny beijing,article,News,,"['Initial Public Offerings', 'Stocks and Bonds', 'Delivery Services']",business
3929,2021-05-28,business,Inside Exxon’s Board Fight,key moment oil giant battle activist investor,article,News,,"['Boards of Directors', 'Bitcoin (Currency)', 'Federal Budget (US)']",business
3930,2021-05-28,sports,Anthony Davis and the Lakers Are Back on Their Feet,los angeles star absorb blow deliver shot shot lead lakers sun,article,News,,"['Basketball', 'Playoff Games']",sports
3931,2021-05-28,realestate,Decluttering for a Renovation,contractor get start demolish kitchen clear thing need everyone need melon scooper right,article,News,,"['Real Estate and Housing (Residential)', 'Home Repairs and Improvements', 'Orderliness and Clutter', 'Quarantine (Life and Culture)', 'Content Type: Service']",realestate
3932,2021-05-28,arts,"The Hollywood Bowl Is Now on Plan C: Filling All 18,000 Seats",regulation change week bowl go plan modest reopening sparse crowd weigh vaccine requirement plan return full capacity,article,News,,"['Classical Music', 'Coronavirus Reopenings']",arts
3933,2021-05-28,business,"‘Friends’ Reunion Is Censored in China, Cutting BTS and Lady Gaga",cameo justin bieber lady gaga k pop group bts mysteriously disappear special air chinese stream site online fan suspect censorship,article,News,,"['K-Pop', 'Pop and Rock Music', 'Millennial Generation', 'Television', 'Music', 'Social Media']",business
3935,2021-05-28,business,AMC shares whipsaw as retail investors swarm.,retail trader pile amc aim part force loss hedge fund bet,article,News,,"['Inflation (Economics)', 'Stocks and Bonds']",business
3936,2021-05-28,business,"Prices jumped 3.6 percent in April, the fastest pace in 13 years.",federal reserve preferred price gauge rise briskly time inflation dominate political economic discussion,article,News,,"['Inflation (Economics)', 'Consumer Price Index', 'Prices (Fares, Fees and Rates)']",business
3937,2021-05-28,us,How Do You Teach 6-Year-Olds Their Legal Rights?,friday immigration lawyer group visit emergency shelter help educate child cross border parent,article,briefing,,"['Illegal Immigration', 'Immigration and Emigration']",us
