date,category_id,category,headline,articles,url
2020-01-31,1,world,"Amid Trump’s Trial, Pompeo Visited Ukraine. Here’s How It Went.",the secretary of state met with president volodymyr zelensky in kyiv during the impeachment trial of president trump over a pressure campaign against ukraine,https://www.nytimes.com/2020/01/31/world/europe/ukraine-pompeo-zelensky-trump.html
2020-01-31,4,business,How Amazon Keeps Defying Gravity,the internet juggernaut enjoyed a stunning quarter where nearly every business worked the results increased jeff bezos wealth by 13 billion in 15 minutes,https://www.nytimes.com/2020/01/31/business/dealbook/amazon-jeff-bezos.html
2020-01-31,2,politics,On Politics: The Sniping Picks Up,a blunter buttigieg a waning trial a dig at an ice cream shop this is your morning tip sheet,https://www.nytimes.com/2020/01/31/us/politics/on-politics-biden-sanders-buttigieg.html
2020-01-31,5,sports,"The Style of Sofia Kenin, Australian Open Finalist: ‘She Goes for the Jugular’",kenin a fiery and driven young floridian will seek her first grand slam singles title on saturday against garbiñe muguruza a twotime major champion,https://www.nytimes.com/2020/01/31/sports/tennis/sofia-kenin-australian-open.html
2020-01-31,5,sports,Dominic Thiem Earns an Australian Open Final With Djokovic,thiem who has been on the heels of the big three in mens tennis beat alexander zverev in four taut sets to go to the final,https://www.nytimes.com/2020/01/31/sports/dominic-thiem-earns-an-australian-open-final-with-djokovic.html
2020-01-31,1,world,A View of Brexit From the Soccer Field,political turmoil may have roiled westminster but on wet fields across britain a fourthtier team shows what it looks like to just get on with it,https://www.nytimes.com/2020/01/31/world/europe/brexit-britain-soccer.html
2020-01-31,1,world,The Best Movies and TV Shows New on Netflix Canada in February,new additions include road to roma and better call saul season 4,https://www.nytimes.com/2020/01/31/world/canada/Watch-Netflix-February.html
2020-01-31,2,politics,John Delaney Ends Presidential Campaign After Two and a Half Years,mr delaneys campaign was one of the longest in american history spanning almost the entirety of the trump presidency but he dropped out three days before the iowa caucuses,https://www.nytimes.com/2020/01/31/us/politics/john-delaney-drops-out.html
2020-01-31,1,world,Britons on Brexit: ‘We’ve Made a Spectacle of Ourselves’,as britains withdrawal from the european union becomes a reality some people are celebrating and others are mourning but for most it seems it is a time for recuperation and healing,https://www.nytimes.com/2020/01/31/world/europe/brexit-divisions.html
2020-01-31,5,sports,Super Bowl Prediction: Why the 49ers Will Beat the Chiefs,san francisco can beat a team in several ways but kansas city has the ultimate weapon in patrick mahomes the game could come down to a single mistake on either side,https://www.nytimes.com/2020/01/31/sports/football/super-bowl-pick-chiefs-49ers.html
2020-01-31,3,arts,"Review: She Returns to Lead the Philharmonic. For Real, This Time.",the conductor simone young a lastminute replacement in april is back this week on her own terms,https://www.nytimes.com/2020/01/31/arts/music/review-philharmonic-simone-young.html
2020-01-31,3,arts,7 Podcasts for a Healthier Mind and Body,whatever version of wellness youre seeking theres a show to get you in better physical and emotional shape,https://www.nytimes.com/2020/01/31/arts/podcasts-exercise-diet.html
2020-01-31,3,arts,"In the Met Opera’s ‘Agrippina,’ the Roman Empire Never Ended",a contemporarydress handel production calls to mind house of cards succession and your choice of rulers in the age of trump,https://www.nytimes.com/2020/01/31/arts/music/handel-agrippina-met-opera.html
2020-01-31,5,sports,Nike Vaporfly Shoes Avoid Olympics Ban,track and fields world governing body ruled that the nextgeneration running shoes could be worn in the tokyo games but issued new rules that would outlaw certain modifications,https://www.nytimes.com/2020/01/31/sports/olympics/nike-vaporfly-shoe-ban.html
2020-01-31,0,opinion,George Soros: Mark Zuckerberg Should Not Be in Control of Facebook,the social media company is going to get trump reelected  because its good for business,https://www.nytimes.com/2020/01/31/opinion/soros-facebook-zuckerberg.html
2020-01-31,0,opinion,"L’état, C’est Trump",the constitutional danger of this moment,https://www.nytimes.com/2020/01/31/opinion/trump-impeachment-trial.html
2020-01-31,4,business,CBS Replaces Its Top Executive as Dust Settles on Viacom Merger,george cheeks recently of nbcuniversal will take the chief executive job held by joe ianniello bob bakish the head of the new viacomcbs now has his team in place,https://www.nytimes.com/2020/01/31/business/media/viacom-cbs-ceo.html
2020-01-31,1,world,Berlin Freezes Rents for 5 Years in a Bid to Slow Gentrification,the move in a capital once known for its artists and its party scene aims to reverse a trend that is driving out older and lowerincome residents,https://www.nytimes.com/2020/01/31/world/europe/berlin-gentrification-rent.html
2020-01-31,3,arts,Imelda Staunton Will Play the Queen in ‘The Crown’ as It Ends in a Fifth Season,the actress will play queen elizabeth ii in the final installment of the netflix series,https://www.nytimes.com/2020/01/31/arts/television/the-crown-ending.html
2020-01-31,0,opinion,It’s Not Our Choice to Make,making two endorsement choices and defending them,https://www.nytimes.com/2020/01/31/opinion/editorials/endorsement-podcast-the-choice.html
2020-01-31,4,business,3 Major U.S. Airlines Suspend China Flights Over Coronavirus,american delta and united will halt service to the chinese mainland widening the impact of the outbreak on business and travel,https://www.nytimes.com/2020/01/31/business/china-flights-suspended.html
2020-01-31,1,world,Portraits of Brexit Day: U.K. Celebrates and Mourns Leaving E.U.,three years after britain voted to leave the european union dividing the nation as never before it finally left on friday night,https://www.nytimes.com/2020/01/31/world/europe/brexit-day-photos.html
2020-01-31,2,politics,Bernie Sanders’s Surge Owes a Lot to Voters of Color,in 2016 the vermont senator failed to overcome hillary clintons wide lead among africanamerican and latino voters this time things are shaping up differently,https://www.nytimes.com/2020/01/31/us/politics/latest-democratic-polls.html
2020-01-31,0,opinion,Does It Matter Who the Democrats Choose?,in terms of actual policy probably not very much,https://www.nytimes.com/2020/01/31/opinion/does-it-matter-who-the-democrats-choose.html
2020-01-31,5,sports,"Aston Villa, Cup Competitions and the Relativity of Meaning",the handwringing about the value and the burden of cup competitions has grown as tiresome as some of the matches but try telling shrewsbury town fans that the fa cup doesnt matter,https://www.nytimes.com/2020/01/31/sports/soccer/fa-cup-carabao-cup-aston-villa.html
2020-01-31,2,politics,"Trump Told Bolton to Help His Ukraine Pressure Campaign, Book Says",the president asked his national security adviser last spring in front of other senior advisers to pave the way for a meeting between rudolph giuliani and ukraines new leader,https://www.nytimes.com/2020/01/31/us/politics/trump-bolton-ukraine.html
2020-01-31,0,opinion,Does Iowa Deserve Its Leading Role?,readers suggest instead a national primary or rotating the order of who goes first one iowan is more than happy to yield the spotlight,https://www.nytimes.com/2020/01/31/opinion/letters/iowa-caucuses.html
2020-01-31,3,arts,"Demi Lovato’s Anguished ‘Anyone,’ and 11 More New Songs",hear tracks by dua lipa meek mill and roddy ricch braids and others,https://www.nytimes.com/2020/01/31/arts/music/playlist-demi-lovato-dua-lipa-meek-mill.html
2020-01-31,3,arts,A Young Composer Takes On Opera’s Oldest Myth,matthew aucoin and sarah ruhl have adapted eurydice her play about the orpheus story for los angeles opera next stop new york,https://www.nytimes.com/2020/01/31/arts/music/eurydice-opera-aucoin-ruhl.html
2020-01-31,1,world,Belgium Acquits Three Doctors in Landmark Euthanasia Case,it was the first time doctors were prosecuted after having administered euthanasia in the case of a 38yearold woman who died in 2010,https://www.nytimes.com/2020/01/31/world/europe/doctors-belgium-euthanasia.html
2020-01-31,1,world,SARS Was Deadly in Canada. Is the Country Ready for Coronavirus?,torontos health care system fell into chaos and confusion during the sars outbreak 17 years ago changes stemming from that crisis are now being tested,https://www.nytimes.com/2020/01/31/world/canada/sars-toronto-coronavirus.html
2020-01-31,1,world,Kenya’s High Court Delays National Biometric ID Program,the biometric system was challenged in court over privacy concerns and fears that it could exclude millions from accessing public services,https://www.nytimes.com/2020/01/31/world/africa/kenya-biometric-ID-registry.html
2020-01-31,4,business,"In Talks on Taxing Tech Companies, It’s America vs. the World",leaders are divided over a global solution to taxing silicon valley giants a fight for big tax dollars that threatens to disrupt global trade,https://www.nytimes.com/2020/01/31/business/economy/digital-tax-oecd.html
2020-01-31,4,business,Church of England Devises an Index for Climate-Conscious Investing,the churchs pension fund will invest 600 million pounds in companies ranked according to their efforts to meet the 2015 paris agreement,https://www.nytimes.com/2020/01/31/business/church-of-england-climate-change.html
2020-01-31,4,business,Airbus to Pay $4 Billion to Settle Corruption Inquiry,the airplane maker will pay penalties in france britain and the united states removing a legal hurdle as it competes with its rival boeing,https://www.nytimes.com/2020/01/31/business/airbus-corruption-settlement.html
2020-01-31,4,business,European Economic Growth Slows Almost to Zero,unexpectedly bad data leaves europe with little margin for error as brexit takes effect and the coronavirus looms,https://www.nytimes.com/2020/01/31/business/economy/european-union-eurozone-economy.html
2020-01-31,2,politics,‘You Can’t Fake Those Kind of Skills’: Pete Buttigieg’s Charisma Test,the millennial former mayor of a midsize city has far surpassed expectations in the 2020 race he doesnt get fired up can he fire up people in iowa,https://www.nytimes.com/2020/01/31/us/politics/pete-buttigieg-iowa.html
2020-01-31,4,business,The Future of BuzzFeed: Win or LOL?,revenue is up at the site founded by jonah peretti who says he is open to being part of a larger company as a top editor departs,https://www.nytimes.com/2020/01/31/business/media/buzzfeed-news.html
2020-01-31,3,arts,Review: Alexei Ratmansky Finds a New Voice at City Ballet,in his latest work this worldclass choreographer has pushed himself releasing something that seems to have been bottled up inside,https://www.nytimes.com/2020/01/31/arts/dance/new-york-city-ballet-ratmansky-review.html
